codigo_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
DRDE22,DOURADOS ENERGIA S.A,002,002,-,Excluído,BRDRDEDBS027,AUT/DEB/PRI/2023/180,2023-07-25,,,2023-07-17,2025-07-15,,2025-07-15,2023-07-26,2023-07-25,-,AGE,2023-07-17,,,Escritural,Quirografária,Simples,50723,,,000000000000,000000000000,000000050723,,,000000000000,,000000000000,R$,1000,802.850778,2024-03-18,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,4.5,252,0003,MES,2023-10-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BR PARTNERS BANCO DE INVESTIMENTO S.A.,42936159000162,N,,S,2026-08-11,debêntures___características_de_emissões,,81a673b74fbb3858ad63c37f
DRFT11,CPFL ENERGIA S/A,001,001,Sim,Excluído,BRDRFTDBS012,CVM/SRE/DEB-2000/011,2000-05-18,,,2000-05-01,2003-05-01,01/05/2003 - VENCIMENTO,2003-05-01,2000-05-01,2000-05-22,-,AGE,2000-03-30,,2000-05-08,Escritural,Real,Simples,2313,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,100000,0,2003-05-01,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,13% a.a 360 dias,,50,0012,MES,2002-05-01,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO S/A,02429144000193,N,n,,2026-08-11,debêntures___características_de_emissões,,df35a178f3516e7fec0b4a7b
DRFT12,CPFL ENERGIA S/A,001,002,Não,Excluído,BRCPFEDBS002,CVM/SRE/DEB-2003/002,2003-04-24,,,2003-04-01,2008-04-01,18/02/2005 - CANCELAMENTO,2005-02-18,2004-10-01,2003-04-30,-,AGE,2003-02-25,RCA,2003-04-09,Escritural,Real,Simples,90000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,10000,2005-02-18,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,0,0000,,-,-,-,0,000,0006,MES,2005-04-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO S/A,02429144000193,N,n,,2026-08-11,debêntures___características_de_emissões,,1ba13c901e8a452f6c68a641
DRFT13,CPFL ENERGIA S/A,UNI,003,Não,Excluído,BRCPFEDBS028,CVM/SRE/DEB-2007/042,2007-10-25,,,2007-09-03,2014-09-03,19/12/2013 - RESGATE TOTAL ANTECIPADO,2014-09-03,2007-09-03,,-,RCA,2007-08-29,,,Escritural,Quirografária,Simples,45000,0,0,000000000000,000000000000,000000045000,000000000000,,000000000000,,000000000000,R$,10000,3333.333334,2013-12-18,DI,Integrante de Juros,Padrão - SND,,DU,,100,0,-,-,,33.3333,0012,MES,2012-09-03,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0.45,252,0006,MES,2008-03-03,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA,BANCO BRADESCO S/A,BANCO CITIBANK S/A,02429144000193,N,n,S,2026-08-11,debêntures___características_de_emissões,,b27af3d1917cbe6547c49741
DRFT14,CPFL ENERGIA S/A,UNI,004,-,Excluído,BRCPFEDBS036,DISPENSA ICVM 476/09,2013-06-21,,,2013-05-23,2015-05-23,25/02/2015 - RESGATE TOTAL ANTECIPADO,2015-05-23,2013-05-23,2013-06-24,-,RCA,2013-05-21,,,Escritural,Quirografária,Simples,129000,,,000000000000,000000000000,000000129000,,,000000000000,,000000000000,R$,10000,10000,2015-02-24,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,0.4,252,0006,MES,2013-11-23,Útil,Exponencial,,,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,02429144000193,N,n,S,2026-08-11,debêntures___características_de_emissões,,64cbce39d03663055230c82c
DRFT21,CPFL ENERGIA S/A,002,001,Sim,Excluído,BRDRFTDBS020,CVM/SRE/DEB-2000/012,2000-05-18,,,2000-05-01,2003-05-01,01/05/2003 - VENCIMENTO,2003-05-01,2000-05-01,2000-05-22,-,AGE,2000-03-30,,2000-05-08,Escritural,Real,Simples,6937,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,100000,0,2003-05-05,DI,Integrante de Juros,Padrão - SND,00,DU,,103.5,0,-,-,,50,0012,MES,2002-05-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0,000,0012,MES,2001-05-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO S/A,02429144000193,N,n,,2026-08-11,debêntures___características_de_emissões,,37dd435b1c311e4f00664382
DRFT22,CPFL ENERGIA S/A,002,002,Não,Excluído,BRCPFEDBS010,CVM/SRE/DEB-2003/003,2003-04-24,,,2003-04-01,2008-04-01,29/08/2003 - CANCELAMENTO,2003-08-29,2003-04-01,,-,AGE,2003-02-25,,2003-04-09,Escritural,Subordinada,Simples,90000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2003-08-29,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,0,0000,,-,-,-,2.85,252,0012,MES,2004-04-01,Civil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO S/A,02429144000193,N,n,,2026-08-11,debêntures___características_de_emissões,,00696d833e8e8e5cf1000d3e
DRFT31,CPFL ENERGIA S/A,003,001,Sim,Excluído,BRDRFTDBS038,CVM/SRE/DEB-2000/013,2000-05-18,,,2000-05-01,2003-05-01,01/05/2003 - VENCIMENTO,2003-05-01,2000-05-01,2000-05-22,-,AGE,2000-03-30,,2000-05-08,Escritural,Real,Simples,937,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,100000,0,2003-05-01,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,13% a.a 360 dias,,50,0012,MES,2002-05-01,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO S/A,02429144000193,N,n,,2026-08-11,debêntures___características_de_emissões,,a4c714bd8726f786b9fc10a5
DRFT41,CPFL ENERGIA S/A,004,001,Sim,Excluído,BRDRFTDBS046,CVM/SRE/DEB-2000/014,2000-05-18,,,2000-05-01,2003-05-01,01/05/2003 - VENCIMENTO,2003-05-01,2000-05-01,2000-05-22,-,AGE,2000-03-30,,2000-05-08,Escritural,Real,Simples,2813,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,100000,0,2003-05-05,DI,Integrante de Juros,Padrão - SND,00,DU,,103.5,0,-,-,,50,0012,MES,2002-05-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0,000,0012,MES,2001-05-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO S/A,02429144000193,N,n,,2026-08-11,debêntures___características_de_emissões,,7536c34a20c7d74f627c41b5
DRSA11,DERSA - DESENVOLVIMENTO RODOVIARIO S/A,001,001,-,Excluído,BRDRSADBS015,SEP/GER/DEB - 94/057,1994-12-23,,,1994-10-01,1999-10-01,01/10/1999 - VENCIMENTO,1999-10-01,1995-11-01,,-,AGE,1994-09-23,,,Escritural,Subordinada,Simples,12484,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10225,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0,,0.035,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,SLW CVC LTDA.,,BANESPA S/A CCT,62464904000125,N,n,,2026-08-11,debêntures___características_de_emissões,,1a3b97432e6c8637fdb3bd90
DSLC11,DSL COMERCIO VAREJISTA S/A,UNI,001,-,Excluído,BRDSLVDBS006,DISPENSA ICVM 476/09,2013-07-17,,,2013-07-02,2016-07-02,25/05/2016 - RESGATE TOTAL ANTECIPADO,2016-07-02,2013-07-02,2013-07-18,-,AGE,2013-06-12,,,Escritural,Real,Simples,1000,,,000000000000,000000000000,000000000746,,,000000000000,,000000000000,R$,16000,1004.900264,2016-05-24,IPCA,Correção Monetária,Não Padrão - SND,,-,,-,0,-,8% a.a 252 dias,,-,-,,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,COINVALORES CCVM LTDA,13204572000134,N,n,S,2026-08-11,debêntures___características_de_emissões,,95b12046d5775a7ad7a2c03f
DTCY11,DTCOM - DIRECT TO COMPANY S/A,UNI,001,Não,Excluído,BRDTCYDBP011,CVM/SRE/DCA-2000/002,2000-06-29,,,1999-12-01,2006-12-01,07/12/2005 - CANCELAMENTO,2005-12-07,1999-12-01,2000-07-03,-,AGE,1999-11-04,RCA,2000-04-13,Escritural,Subordinada,Conversível,1000,,,000000000000,000000000000,000000000000,000000000367,000000000000,000000000000,000000000000,000000000000,R$,10000,4391.624589,2005-12-02,DI,Integrante de Juros,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0012,MES,2003-03-01,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA.,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,03303999000136,N,n,,2026-08-11,debêntures___características_de_emissões,,e77e49e0e2727df429521f58
DTEX12,DEXCO S.A,UNI,002,-,Registrado,BRDTEXDBS005,DISPENSA ICVM 476/09,2019-05-16,,,2019-05-17,2026-05-17,,2026-05-17,2019-05-17,2019-05-17,-,RCA,2019-05-06,,,Escritural,Quirografária,Simples,120000,,,000000000000,000000000000,000000120000,,,000000000000,,000000000000,R$,10000,5000,2025-12-04,DI,,Padrão - SND,,-,,108,0,-,-,,50,0024,MES,2024-05-17,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2019-11-17,-,-,,-,,,,-,-,0,,-,,,,VX PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,OLIVEIRA TRUST DTVM  S/A,BANCO ITAU-BBA S/A,97837181000147,N,,S,2026-08-11,debêntures___características_de_emissões,,ecfe8c70117d8e4927f0cf52
DTHL11,TIVIT TERCEIRIZACAO DE PROCESSOS SERVICOS E TECNOLOGIA S/A,UNI,001,-,Excluído,BRDTHLDBS003,DISPENSA ICVM 476/09,2010-12-21,,,2010-12-15,2017-01-15,17/01/2017 - VENCIMENTO,2017-01-15,2010-12-22,,-,AGE,2010-11-17,,,Escritural,Real,Simples,550,,,000000000000,000000000000,000000000423,000000000000,,000000000000,,000000000000,R$,1000000,150000,2017-01-13,DI,Integrante de Juros,Não Padrão - SND,,-,,-,0,-,2% a.a 252 dias,,-,0006,MES,2013-06-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA,BANCO BRADESCO S/A,BANCO SANTANDER (BRASIL) S/A,07073027000153,N,n,S,2026-08-11,debêntures___características_de_emissões,,36ff442629d699ff20ab8558
DTRA11,DATORA MOBILE TELECOMUNICACOES S.A.,UNI,001,-,Excluído,BRDTRADBS005,DISPENSA ICVM 476/09,2017-05-17,,,2017-03-20,2023-06-25,,2023-06-25,2017-05-18,2017-05-18,-,RCA,2017-03-17,RCA,2017-04-10,Escritural,Real,Simples,2000,,,000000000000,000000000000,000000000000,000000002000,,000000000000,,000000000000,R$,10000,6293.890395,2020-12-28,DI,,Padrão - SND,,-,,140,0,-,-,,-,0001,MES,2018-10-25,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,,,0001,MES,2017-05-25,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA,BANCO BRADESCO S/A,BCO MERCANTIL DE INVESTIMENTOS S/A,18384930000151,N,,S,2026-08-11,debêntures___características_de_emissões,,267b391504fd06b9a2c89508
DUFR11,REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A,UNI,001,-,Registrado,BRDUFRDBS002,DISPENSA ICVM 476/09,2022-10-18,,,2022-10-07,2027-10-07,,2027-10-07,2022-10-20,2022-10-05,-,AGE,2022-10-06,,,Escritural,Real,Simples,100000,,,000000000000,000000000000,000000100000,,,000000000000,,000000000000,R$,1000,489.795997,2025-10-15,DI,,Padrão - SND,,-,,100,0,-,-,,-,0001,MES,2023-10-07,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.5,252,0001,MES,2022-11-07,Útil,Exponencial,,-,,,,-,-,0,,-,,,,PENTAGONO S/A DTVM,,BCO VOTORANTIM S/A,01754239000110,N,,S,2026-08-11,debêntures___características_de_emissões,,c867efdead60a64ddf3dedf6
DUFR13,REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A,UNI,003,-,Registrado,BRDUFRDBS010,AUT/DEB/PRI/2025/686,2025-09-25,,,2025-09-25,2030-09-25,,2030-09-25,2025-09-26,2025-09-25,-,AGE,2025-08-21,,,Escritural,Real,Simples,120000,,,000000120000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2026-12-25,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.25,252,0003,MES,2025-12-25,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO VOTORANTIM S/A,01754239000110,N,,S,2026-08-11,debêntures___características_de_emissões,,c30b7ff80178333f22c65d9e
DURA12,DURATEX S/A,UNI,002,Não,Excluído,BRDURADBS011,CVM/SRE/DEB-2002/041,2002-12-10,,,2002-12-01,2007-12-01,01/12/2007 - VENCIMENTO,2007-12-01,2006-12-01,2002-12-13,-,RCA,2002-11-06,,,Escritural,Quirografária,Simples,20000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2007-12-04,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,0,0000,,-,-,-,0.35,252,0006,MES,2006-12-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,THECA CCTVM LTDA.,ITAU UNIBANCO S/A,ITAU UNIBANCO S/A,61194080000158,N,n,,2026-08-11,debêntures___características_de_emissões,,ea664dea672ed104725e3860
DUTE11,DUNAS TRANSMISSAO DE ENERGIA S.A.,UNI,001,-,Excluído,BRDUTEDBS001,DISPENSA ICVM 476/09,2021-12-10,,,2021-12-13,2022-12-13,,2022-12-13,2021-12-20,2021-12-20,-,AGE,2021-12-07,,,Escritural,Quirografária,Simples,150000,,,000000000000,000000000000,000000150000,,,000000000000,,000000000000,R$,1000,786.666667,2022-12-13,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,0.79,252,,,2022-12-13,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BANCO CREDIT AGRICOLE BRASIL S/A,31095265000144,N,,S,2026-08-11,debêntures___características_de_emissões,,b9daecd8d47499b19caf9417
DUXC12,DUX COMPANY LTDA.,UNI,002,-,Registrado,BRDUXCDBS007,AUT/DEB/PRI/2026/329,2026-06-29,,,2026-06-25,2031-06-25,,2031-06-25,2026-06-30,2026-06-29,-,AGE,2026-06-22,,,Escritural,Real,Simples,100000,,,000000100000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2028-06-25,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.7,252,0006,MES,2026-12-25,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,VORTX DTVM LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,31112243000145,N,,S,2026-08-11,debêntures___características_de_emissões,,d6f9de844056ec63b9d0e55a
DVIX11,STATKRAFT ENERGIAS RENOVAVEIS S.A,UNI,001,-,Excluído,BRDVIXDBS002,CVM/SRE/DEB/2012/037,2012-12-14,,,2012-12-12,2016-12-12,11/08/2015 - RESGATE TOTAL ANTECIPADO,2016-12-12,2012-12-12,,-,RCA,2012-10-11,,,Escritural,Quirografária,Simples,100000,0,0,000000000000,000000000000,000000099000,000000000000,,000000000000,,000000000000,R$,1000,600,2015-08-10,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,20,0006,MES,2014-12-12,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,3.75,252,0006,MES,2013-06-12,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ITAU CV S/A,BANCO FATOR S/A,00622416000141,N,n,S,2026-08-11,debêntures___características_de_emissões,,39ee49676d964abb8b607f11
DVIX12,STATKRAFT ENERGIAS RENOVAVEIS S.A,UNI,002,-,Excluído,BRDVIXDBS010,DISPENSA ICVM 476/09,2014-06-06,,,2014-05-26,2019-05-26,03/08/2015 - RESGATE TOTAL ANTECIPADO,2019-05-26,2014-06-09,2014-06-09,-,AGE,2014-05-23,,,Escritural,Quirografária,Simples,45,,,000000000000,000000000000,000000000045,,,000000000000,,000000000000,R$,1000000,1000000,2015-07-31,DI,,Padrão - SND,,-,,100,0,-,-,,22.23,0012,MES,2016-05-26,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.85,252,0006,MES,2014-11-26,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,00622416000141,N,n,S,2026-08-11,debêntures___características_de_emissões,,37d0191c66bba33c12dcb71d
DVOM11,DIVCOM SA,UNI,001,-,Registrado,BRDVOMDBS003,DISPENSA ICVM 476/09,2018-12-13,,,2018-12-14,2024-12-15,,2024-12-15,2018-12-14,2018-12-14,-,AGE,2018-11-23,,,Escritural,Real,Simples,268900,,,000000000000,000000000000,000000268900,,,000000000000,,000000000000,R$,1000,111.2,2024-12-13,DI,,Padrão - SND,,-,,100,0,-,-,,11.11,0006,MES,2020-12-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.3,252,0006,MES,2019-06-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,03755215000100,N,,S,2026-08-11,debêntures___características_de_emissões,,458e533ac14242bdeed0f837
DXCO13,DEXCO S.A,UNI,003,-,Registrado,BRDXCODBS018,AUT/DEB/PRI/2025/749,2025-10-23,,,2025-10-15,2031-10-15,,2031-10-15,2025-10-24,2025-10-23,-,RCA,2025-09-30,,,Escritural,Quirografária,Simples,1500000,,,000001500000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,50,0012,MES,2030-10-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,0.53,252,0006,MES,2026-04-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,ITAU UNIBANCO HOLDING S.A,97837181000147,N,,S,2026-08-11,debêntures___características_de_emissões,,e793899b60072e19cb6d7012
DYDC11,SCALA DATA CENTERS S.A.,UNI,001,-,Excluído,BRSCLLDBS009,DISPENSA ICVM 476`09,2020-04-22,,,2020-04-10,2025-04-10,,2025-04-10,2020-04-22,2020-04-22,-,AGE,2020-04-08,AGE,2021-07-30,Escritural,Quirografária,Simples,575000,,,000000000000,000000000000,000000575000,,,000000000000,,000000000000,R$,1000,1000,2022-03-18,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2022-04-10,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,3.95,252,0003,MES,2020-07-10,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO J.P. MORGAN S/A,34562112000158,N,,S,2026-08-11,debêntures___características_de_emissões,,8464f80bae12551ca50ef83e
EAA12,ELETRO ACO ALTONA S/A,001,002,-,Excluído,,SEP/GER/DEB - 91/023,1991-07-26,,,1991-06-01,1996-06-01,11/12/1992 - RESGATE TOTAL ANTECIPADO,1992-12-11,1991-06-01,,-,AGE,1991-06-03,,,Nominativa,Real,Simples,3300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,175000,0,,TR,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO SANTANDER BRASIL S.A.,SLW CVC LTDA.,,BANCO FINANCEIRO E INDUSTRIAL DE INVESTIMENTOS S/A,82643537000134,N,n,,2026-08-11,debêntures___características_de_emissões,,eb9262cf030314ab503fdef8
EAA12,ELETRO ACO ALTONA S/A,001,002,-,Excluído,,SEP/GER/DEB - 91/023,1991-07-26,,,1991-06-01,1996-06-01,11/12/1992 - RESGATE TOTAL ANTECIPADO,1992-12-11,1991-06-01,,-,AGE,1991-06-03,,,Nominativa,Real,Simples,3300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,175000,0,,TR,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO SANTANDER BRASIL S.A.,SLW CVC LTDA.,,BANCO FINANCEIRO E INDUSTRIAL DE INVESTIMENTOS S/A,82643537000134,N,n,,2026-08-11,debêntures___características_de_emissões,,eb9262cf030314ab503fdef8
EAA22,ELETRO ACO ALTONA S/A,002,002,-,Excluído,BREALTDBS014,SEP/GER/DEB - 91/024,1991-07-26,,,1991-06-01,1996-06-01,01/06/1996 - VENCIMENTO,1996-06-01,1991-06-01,,-,AGE,1991-06-03,,,Nominativa,Real,Simples,3300,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,175000,0,,TR-REAL,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO SANTANDER BRASIL S.A.,SLW CVC LTDA.,,BANCO FINANCEIRO E INDUSTRIAL DE INVESTIMENTOS S/A,82643537000134,N,n,,2026-08-11,debêntures___características_de_emissões,,82ff95f5eae121a048f99293
EAA22,ELETRO ACO ALTONA S/A,002,002,-,Excluído,BREALTDBS014,SEP/GER/DEB - 91/024,1991-07-26,,,1991-06-01,1996-06-01,01/06/1996 - VENCIMENTO,1996-06-01,1991-06-01,,-,AGE,1991-06-03,,,Nominativa,Real,Simples,3300,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,175000,0,,TR-REAL,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO SANTANDER BRASIL S.A.,SLW CVC LTDA.,,BANCO FINANCEIRO E INDUSTRIAL DE INVESTIMENTOS S/A,82643537000134,N,n,,2026-08-11,debêntures___características_de_emissões,,82ff95f5eae121a048f99293
EABR10,ABRIL COMUNICACOES S/A,UNI,010,-,Excluído,BRABRLDBS071,DISPENSA ICVM 476/09,2017-09-11,,,2017-05-31,2024-05-31,22/08/2018 - VENCIMENTO TOTAL ANTECIPADO,2024-05-31,2017-05-31,2017-09-12,-,AGE,2017-05-12,RCA,2017-05-12,Escritural,Real,Simples,813000,,,000000802648,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2018-08-21,DI,,Padrão - SND,,-,,100,0,-,-,,25,0012,MES,2021-05-31,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.6,252,0006,MES,2017-11-30,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,44597052000162,N,,S,2026-08-11,debêntures___características_de_emissões,,edf9dd3bd392d38d58ed4543
